Date,Return,STD,ticker,COV1,COV2
2010/6/30,0.017686733,0.001633652,AGG,-1.35E-05,-1.69E-05
2010/7/31,0.008547829,0.001932986,AGG,-5.36E-06,-1.50E-05
2010/8/31,0.012867184,0.00259262,AGG,-1.36E-05,-1.88E-05
2010/9/30,7.34E-05,0.002502465,AGG,-6.68E-06,-1.28E-05
2010/10/31,0.001523172,0.001807483,AGG,7.14E-06,9.74E-07
2010/11/30,-0.008349933,0.002682703,AGG,6.51E-06,1.90E-06
2010/12/31,-0.006753132,0.003925775,AGG,-9.50E-07,-5.15E-06
2011/1/31,-0.000851756,0.002487129,AGG,-7.58E-06,-6.05E-06
2011/2/28,0.002905009,0.002334657,AGG,3.77E-06,-4.51E-06
2011/3/31,-0.002230589,0.001791699,AGG,-4.88E-06,-1.27E-05
2011/4/30,0.015675676,0.001949719,AGG,-9.43E-06,-1.54E-06
2011/5/31,0.012397726,0.001233372,AGG,-1.16E-05,-5.46E-06
2011/6/30,-0.00445199,0.002202374,AGG,-1.60E-05,-1.36E-05
2011/7/31,0.016866228,0.00259506,AGG,1.12E-06,-2.38E-06
2011/8/31,0.015204547,0.004425938,AGG,-1.58E-05,-5.53E-05
2011/9/30,0.007705808,0.00238594,AGG,-1.34E-05,-3.02E-05
2011/10/31,0.001265516,0.002907761,AGG,-2.15E-05,-4.41E-05
2011/11/30,-0.003307808,0.001590442,AGG,-7.70E-06,-2.06E-05
2011/12/31,0.013566828,0.00169215,AGG,-5.44E-06,-5.93E-06
2012/1/31,0.007256442,0.001732923,AGG,-5.83E-06,-5.49E-06
2012/2/29,-0.000134877,0.001360583,AGG,-2.41E-06,-2.06E-06
2012/3/31,-0.005729994,0.00215191,AGG,-7.13E-06,-7.73E-06
2012/4/30,0.009059711,0.001802434,AGG,-3.83E-06,-4.91E-06
2012/5/31,0.010782371,0.001322872,AGG,-4.23E-06,-5.30E-06
2012/6/30,-0.000197385,0.001785151,AGG,-1.24E-05,-1.54E-05
2012/7/31,0.013620034,0.001289645,AGG,-3.59E-06,-6.60E-06
2012/8/31,2.82E-07,0.001843123,AGG,-1.98E-06,-3.30E-06
2012/9/30,0.002666007,0.001654999,AGG,-6.81E-06,-4.74E-06
2012/10/31,-0.0004724,0.0015941,AGG,-3.73E-06,-5.10E-06
2012/11/30,0.002706555,0.001333199,AGG,-3.39E-06,-4.76E-06
2012/12/31,-0.002451122,0.001419168,AGG,3.41E-07,-6.90E-06
2013/1/31,-0.00621232,0.001218173,AGG,8.85E-07,-1.83E-06
2013/2/28,0.005908586,0.001519199,AGG,-2.57E-06,-9.10E-06
2013/3/31,0.000985803,0.001290526,AGG,-4.25E-07,-1.67E-06
2013/4/30,0.009685948,0.001380145,AGG,-2.85E-06,-3.94E-06
2013/5/31,-0.020012059,0.001995828,AGG,-4.53E-06,-3.34E-06
2013/6/30,-0.015653809,0.003366414,AGG,1.39E-05,2.32E-05
2013/7/31,0.002691212,0.00337733,AGG,4.39E-06,1.37E-06
2013/8/31,-0.008263658,0.002666284,AGG,-5.77E-07,9.62E-07
2013/9/30,0.011206417,0.002985013,AGG,1.05E-05,4.16E-06
2013/10/31,0.008325796,0.001572081,AGG,2.30E-06,5.41E-06
2013/11/30,-0.00250637,0.002261797,AGG,1.24E-06,-6.80E-07
2013/12/31,-0.005567635,0.001604945,AGG,1.20E-06,2.51E-06
2014/1/31,0.015408999,0.001915905,AGG,3.13E-06,-4.50E-06
2014/2/28,0.003763944,0.001729244,AGG,-2.61E-06,-5.31E-06
2014/3/31,-0.001479996,0.00206421,AGG,1.57E-06,-6.32E-06
2014/4/30,0.00821654,0.001413225,AGG,2.03E-06,-5.83E-06
2014/5/31,0.011790558,0.00116943,AGG,-1.25E-07,-3.41E-06
2014/6/30,-0.000575086,0.001601072,AGG,1.38E-06,-2.11E-07
2014/7/31,-0.002509406,0.001762103,AGG,1.43E-06,-2.45E-06
2014/8/31,0.011496757,0.001404336,AGG,1.48E-07,-2.22E-06
2014/9/30,-0.006148709,0.001285731,AGG,3.86E-06,-2.12E-06
2014/10/31,0.010640764,0.002075781,AGG,-6.66E-06,-7.98E-06
2014/11/30,0.006569927,0.001672489,AGG,-1.62E-06,-3.19E-07
2014/12/31,0.00147649,0.002329678,AGG,-6.17E-06,-9.36E-06
2015/1/31,0.020522855,0.002216178,AGG,-1.00E-05,-1.71E-05
2015/2/28,-0.008947537,0.002597653,AGG,-7.40E-06,-2.87E-06
2015/3/31,0.003747076,0.003079354,AGG,1.62E-05,1.10E-05
2015/4/30,-0.00322791,0.001723345,AGG,5.04E-06,-2.21E-06
2015/5/31,-0.00437412,0.002781528,AGG,3.92E-06,4.01E-06
2015/6/30,-0.010766975,0.003027135,AGG,-1.18E-05,-1.03E-05
2015/7/31,0.00862171,0.002209769,AGG,-1.17E-05,-9.00E-06
2015/8/31,-0.003358202,0.002082988,AGG,-5.60E-06,-1.31E-05
2015/9/30,0.008113875,0.002339778,AGG,-1.46E-05,-1.96E-05
2015/10/31,0.000686226,0.002253506,AGG,-2.92E-06,-7.88E-06
2015/11/30,-0.00389098,0.001511711,AGG,-3.96E-07,-2.50E-06
2015/12/31,-0.001917241,0.002521972,AGG,-4.09E-06,-1.27E-06
2016/1/31,0.012406618,0.001615313,AGG,3.45E-06,-6.13E-07
2016/2/29,0.008870531,0.001836867,AGG,-2.75E-06,-9.90E-06
2016/3/31,0.008746676,0.001885722,AGG,-3.19E-06,-5.55E-06
2016/4/30,0.002549558,0.001503796,AGG,-4.06E-06,-3.77E-06
2016/5/31,0.000135605,0.001475891,AGG,-2.96E-06,-2.56E-06
2016/6/30,0.01935113,0.002113452,AGG,-1.02E-05,-1.46E-05
2016/7/31,0.005445156,0.001939384,AGG,-2.64E-06,-1.35E-06
2016/8/31,-0.002154719,0.001897668,AGG,2.31E-07,5.11E-07
2016/9/30,0.000516187,0.00180151,AGG,3.84E-06,1.00E-05
2016/10/31,-0.008171118,0.001404465,AGG,-2.88E-07,1.47E-06
2016/11/30,-0.025654803,0.002960527,AGG,-7.04E-06,-5.21E-06
2016/12/31,0.002540664,0.002280375,AGG,-2.86E-06,2.43E-06
2017/1/31,0.002128651,0.002273542,AGG,4.60E-06,-3.43E-06
2017/2/28,0.006458675,0.00186456,AGG,-2.65E-06,-2.70E-06
2017/3/31,-0.000552256,0.002302014,AGG,5.75E-06,-2.06E-06
2017/4/30,0.009069586,0.002009786,AGG,-2.23E-07,-5.58E-06
2017/5/31,0.006870786,0.001774905,AGG,8.47E-07,-5.44E-06
2017/6/30,-0.000182143,0.001563767,AGG,-5.01E-06,9.47E-07
2017/7/31,0.003339787,0.001642611,AGG,-3.18E-06,1.45E-06
2017/8/31,0.009413189,0.001265917,AGG,-6.17E-07,-1.80E-06
2017/9/30,-0.005715935,0.001720941,AGG,2.85E-06,-4.45E-06
2017/10/31,0.000978707,0.001471371,AGG,2.52E-07,-7.59E-07
2017/11/30,-0.001482869,0.001406133,AGG,4.11E-06,-1.19E-06
2017/12/31,0.004751633,0.001586743,AGG,-1.62E-06,-9.47E-07
2018/1/31,-0.011250377,0.001391651,AGG,-6.23E-07,6.25E-08
2018/2/28,-0.010087668,0.002290429,AGG,7.70E-07,-4.02E-06
2018/3/31,0.00671165,0.001366586,AGG,-2.50E-06,-6.11E-06
2018/4/30,-0.009410926,0.001446453,AGG,-6.23E-07,-3.92E-07
2018/5/31,0.006618549,0.002282676,AGG,-6.72E-06,-3.79E-06
2018/6/30,0.001026583,0.001426511,AGG,2.49E-06,-2.45E-06
2018/7/31,-0.000292368,0.001334376,AGG,3.39E-07,4.10E-07
2018/8/31,0.005680347,0.001189715,AGG,-2.18E-08,-1.44E-06
2018/9/30,-0.00619746,0.001533268,AGG,-3.72E-06,7.04E-08
2018/10/31,-0.006440473,0.001782995,AGG,-1.65E-06,-8.06E-06
2018/11/30,0.007715578,0.001230293,AGG,1.85E-06,4.42E-06
2018/12/31,0.019811978,0.001468531,AGG,-4.73E-06,-6.92E-06
2019/1/31,0.009109041,0.001730387,AGG,-7.79E-08,-1.02E-05
2019/2/28,-0.001138483,0.001542679,AGG,-6.26E-07,1.76E-06
2019/3/31,0.021226079,0.00169486,AGG,3.48E-07,-8.45E-06
2019/4/30,-0.00200343,0.001705857,AGG,-2.43E-06,-1.91E-06
2019/5/31,0.019108087,0.001501114,AGG,-7.32E-06,-4.43E-06
2019/6/30,0.010986047,0.001879869,AGG,2.81E-06,8.67E-07
2019/7/31,0.001818056,0.001706699,AGG,-3.02E-06,1.64E-06
2019/8/31,0.027827935,0.002694183,AGG,-1.77E-05,-2.20E-05
2019/9/30,-0.006120996,0.002914756,AGG,5.06E-06,-5.50E-06
2019/10/31,0.002081003,0.002229065,AGG,-3.82E-06,-5.46E-06
2019/11/30,-0.000345595,0.001997158,AGG,-6.51E-07,-6.29E-07
2019/12/31,-0.000467648,0.002106141,AGG,-2.28E-06,-4.25E-06
2020/1/31,0.02029053,0.001524271,AGG,-1.32E-06,-7.03E-06
2020/2/29,0.015846834,0.00228876,AGG,-1.29E-05,-1.36E-05
2020/3/31,-0.005268397,0.016983376,AGG,0.000150083,0.000173554
2020/4/30,0.017190912,0.003700776,AGG,5.63E-06,2.62E-05
2020/5/31,0.006725685,0.00209051,AGG,3.62E-06,-2.36E-06
2020/6/30,0.006590662,0.001677449,AGG,5.05E-06,4.06E-06
2020/7/31,0.013332002,0.000851414,AGG,-2.77E-06,-1.87E-06
2020/8/31,-0.008235795,0.001852023,AGG,2.92E-06,1.74E-06
2020/9/30,-0.000973574,0.001516948,AGG,-5.24E-07,6.15E-06
2020/10/31,-0.00558277,0.001521806,AGG,-2.69E-06,5.19E-07
2020/11/30,0.012067547,0.002344181,AGG,-5.28E-06,-8.52E-07
2020/12/31,0.000857607,0.001357904,AGG,4.05E-07,-1.72E-06
2021/1/31,-0.007446063,0.001779125,AGG,-4.58E-07,5.40E-07
2021/2/28,-0.015181224,0.003329509,AGG,-9.29E-06,1.17E-05
2021/3/31,-0.011463093,0.002301523,AGG,5.75E-06,7.96E-06
2021/4/30,0.007319897,0.001984806,AGG,4.13E-06,9.41E-07
2021/5/31,0.002038341,0.001732238,AGG,-2.77E-06,1.16E-05
2021/6/30,0.008279239,0.002058358,AGG,1.37E-06,-3.75E-07
2021/7/31,0.011165816,0.002268863,AGG,-2.58E-05,-9.01E-06
2021/8/31,-0.002003814,0.00181483,AGG,-2.53E-06,1.08E-06
2021/9/30,-0.009172395,0.002076177,AGG,-2.52E-06,-6.39E-07
2021/10/31,-8.68E-05,0.002149756,AGG,-3.67E-06,-1.18E-06
2021/11/30,0.00270813,0.003287208,AGG,-2.27E-05,-5.62E-06
2021/12/31,-0.003587389,0.001907393,AGG,-6.41E-06,-7.83E-06
2022/1/31,-0.019985878,0.003138173,AGG,-2.09E-06,-3.47E-07
2022/2/28,-0.011456503,0.004175503,AGG,1.37E-05,7.29E-06
2022/3/31,-0.028122045,0.005144162,AGG,8.72E-06,-2.06E-06
2022/4/30,-0.038058288,0.004494385,AGG,2.21E-05,1.72E-05
2022/5/31,0.007605728,0.004769811,AGG,8.50E-07,-4.27E-06
2022/6/30,-0.015530077,0.006144112,AGG,-1.15E-05,4.49E-05
2022/7/31,0.025380393,0.004532881,AGG,-1.96E-05,5.36E-06
2022/8/31,-0.030422632,0.004831494,AGG,-1.16E-05,2.96E-05
2022/9/30,-0.041450341,0.006191826,AGG,3.86E-05,4.53E-05
2022/10/31,-0.01278453,0.004897076,AGG,1.96E-05,4.41E-05
2022/11/30,0.038084348,0.005924732,AGG,1.80E-05,7.71E-05
2022/12/31,-0.008704717,0.005150348,AGG,1.09E-06,1.51E-05
2023/1/31,0.033302455,0.004787179,AGG,-6.02E-06,3.26E-06
2023/2/28,-0.026656922,0.004526741,AGG,-2.22E-06,2.96E-05
2023/3/31,0.026412538,0.005838004,AGG,-1.11E-05,-2.69E-05
2023/4/30,0.005755174,0.003921367,AGG,7.91E-06,-9.82E-06
2023/5/31,-0.011443258,0.004675048,AGG,-2.16E-05,-1.09E-05
2023/6/30,-0.003681896,0.003902182,AGG,6.30E-06,4.51E-07
2023/7/31,-0.000153634,0.004283538,AGG,1.07E-05,1.75E-05
2023/8/31,-0.006313221,0.004320509,AGG,7.73E-06,1.24E-05
2023/9/30,-0.025895926,0.003285651,AGG,-1.54E-06,3.98E-06
2023/10/31,-0.015706598,0.005573502,AGG,-3.74E-06,1.04E-05
2023/11/30,0.045929139,0.005388405,AGG,1.52E-06,2.18E-05
2023/12/31,0.036976659,0.00465682,AGG,5.58E-06,7.49E-06
2024/1/31,-0.001511378,0.003453581,AGG,2.95E-06,4.40E-06
2024/2/29,-0.014745941,0.004423908,AGG,-6.16E-06,1.37E-05
2024/3/31,0.009024904,0.002833306,AGG,-8.34E-06,2.41E-06
2024/4/30,-0.024782278,0.004026028,AGG,-6.32E-06,8.55E-06
2024/5/31,0.016695667,0.003164383,AGG,-5.54E-06,1.06E-05
2024/6/30,0.008854852,0.003878014,AGG,3.44E-06,5.22E-06
2024/7/31,0.024191533,0.003140651,AGG,8.10E-06,1.17E-05
2024/8/31,0.014614652,0.003774165,AGG,-1.03E-05,-1.10E-05
2024/9/30,0.010174494,0.00214766,AGG,-1.10E-06,-1.35E-06
2024/10/31,-0.025187437,0.002809677,AGG,-7.86E-06,-1.87E-06
2024/11/30,0.011109913,0.004002002,AGG,1.19E-05,-4.99E-06
2024/12/31,-0.016933995,0.002827206,AGG,6.16E-07,1.34E-05
2025/1/31,0.005159933,0.003129284,AGG,-7.23E-06,1.03E-05
2025/2/28,0.022373848,0.003378429,AGG,-9.95E-06,6.40E-06
2025/3/31,-0.002182967,0.002823954,AGG,-4.46E-06,-1.90E-05
